Date,Period,Market Index Data Provider Id,Volume,Price,,?/MWh
01-Jan-17,1,22674.5,505,44.9,1,44.9
01-Jan-17,2,26352.7395,559.15,47.13,1.02,47.13
01-Jan-17,3,29623.347,649.35,45.62,1.04,45.62
01-Jan-17,4,31392.2325,712.65,44.05,1.06,44.05
01-Jan-17,5,26859.8945,599.15,44.83,1.08,44.83
01-Jan-17,6,22723.143,499.3,45.51,1.1,45.51
01-Jan-17,7,21281.325,474.5,44.85,1.13,44.85
01-Jan-17,8,20843.6,487,42.8,1.15,42.8
01-Jan-17,9,14766.8205,348.85,42.33,1.17,42.33
01-Jan-17,10,10720.201,262.3,40.87,1.19,40.87
01-Jan-17,11,14182.495,341.5,41.53,1.21,41.53
01-Jan-17,12,14692.9175,350.75,41.89,1.23,41.89
01-Jan-17,13,19068.608,447.2,42.64,1.25,42.64
01-Jan-17,14,21347.61,501,42.61,1.27,42.61
01-Jan-17,15,47202.85,1157.5,40.78,1.29,40.78
01-Jan-17,16,39686.295,1006.5,39.43,1.31,39.43
01-Jan-17,17,41085.17,1073,38.29,1.33,38.29
01-Jan-17,18,41680.31,1069,38.99,1.35,38.99
01-Jan-17,19,35454.1,835,42.46,1.38,42.46
01-Jan-17,20,32056.9875,753.75,42.53,1.4,42.53
01-Jan-17,21,27353.417,653.45,41.86,1.42,41.86
01-Jan-17,22,33471.306,801.9,41.74,1.44,41.74
01-Jan-17,23,18283.3065,448.45,40.77,1.46,40.77
01-Jan-17,24,21348.6855,529.35,40.33,1.48,40.33
01-Jan-17,25,20465.6025,479.85,42.65,1.5,42.65
01-Jan-17,26,20259.4885,474.35,42.71,1.52,42.71
01-Jan-17,27,22281.142,505.7,44.06,1.54,44.06
01-Jan-17,28,23805,529,45,1.56,45
01-Jan-17,29,21168.142,489.55,43.24,1.58,43.24
01-Jan-17,30,21197.241,510.9,41.49,1.6,41.49
01-Jan-17,31,33993.365,775.75,43.82,1.63,43.82
01-Jan-17,32,26530.625,624.25,42.5,1.65,42.5
01-Jan-17,33,21353.359,488.3,43.73,1.67,43.73
01-Jan-17,34,19325.082,362.3,53.34,1.69,53.34
01-Jan-17,35,29547.507,434.65,67.98,1.71,67.98
01-Jan-17,36,24520.048,414.4,59.17,1.73,59.17
01-Jan-17,37,27792.288,547.2,50.79,1.75,50.79
01-Jan-17,38,37288.2825,834.75,44.67,1.77,44.67
01-Jan-17,39,41914.002,863.85,48.52,1.79,48.52
01-Jan-17,40,46320.12,974.75,47.52,1.81,47.52
01-Jan-17,41,47797.97,1015.25,47.08,1.83,47.08
01-Jan-17,42,42364.7775,879.85,48.15,1.85,48.15
01-Jan-17,43,40713.535,884.5,46.03,1.88,46.03
01-Jan-17,44,52400.5215,1194.45,43.87,1.9,43.87
01-Jan-17,45,45052.6245,989.95,45.51,1.92,45.51
01-Jan-17,46,43572.2825,969.35,44.95,1.94,44.95
01-Jan-17,47,21753.2245,506.95,42.91,1.96,42.91
01-Jan-17,48,31659.8125,771.25,41.05,1.98,41.05
02-Jan-17,1,22559.923,529.7,42.59,2,42.59
02-Jan-17,2,18437.86,414.8,44.45,2.02,44.45
02-Jan-17,3,23630.88,546,43.28,2.04,43.28
02-Jan-17,4,14621.292,341.3,42.84,2.06,42.84
02-Jan-17,5,17262.693,402.3,42.91,2.08,42.91
02-Jan-17,6,20004.018,463.7,43.14,2.1,43.14
02-Jan-17,7,13342.7805,307.65,43.37,2.13,43.37
02-Jan-17,8,17962.959,436.1,41.19,2.15,41.19
02-Jan-17,9,19222.416,458.55,41.92,2.17,41.92
02-Jan-17,10,18413.605,445.85,41.3,2.19,41.3
02-Jan-17,11,24002.4,547.5,43.84,2.21,43.84
02-Jan-17,12,19848.5635,448.15,44.29,2.23,44.29
02-Jan-17,13,23001.589,509.9,45.11,2.25,45.11
02-Jan-17,14,39862.25,972.25,41,2.27,41
02-Jan-17,15,23418.65,545,42.97,2.29,42.97
02-Jan-17,16,38683.38,894,43.27,2.31,43.27
02-Jan-17,17,18725.6,445,42.08,2.33,42.08
02-Jan-17,18,23004.842,554.2,41.51,2.35,41.51
02-Jan-17,19,23964.85,526.7,45.5,2.38,45.5
02-Jan-17,20,25425.196,558.55,45.52,2.4,45.52
02-Jan-17,21,25307.106,572.3,44.22,2.42,44.22
02-Jan-17,22,25690.145,569.5,45.11,2.44,45.11
02-Jan-17,23,25353.324,550.8,46.03,2.46,46.03
02-Jan-17,24,30165.865,645.95,46.7,2.48,46.7
02-Jan-17,25,26777.52,563.5,47.52,2.5,47.52
02-Jan-17,26,28178.19,603,46.73,2.52,46.73
02-Jan-17,27,29466.283,640.85,45.98,2.54,45.98
02-Jan-17,28,29088.24,637.9,45.6,2.56,45.6
02-Jan-17,29,29718.82,645.5,46.04,2.58,46.04
02-Jan-17,30,31891.673,705.1,45.23,2.6,45.23
02-Jan-17,31,22735.856,496.85,45.76,2.63,45.76
02-Jan-17,32,26600.376,592.7,44.88,2.65,44.88
02-Jan-17,33,34074.112,780.8,43.64,2.67,43.64
02-Jan-17,34,46590.18,627.9,74.2,2.69,74.2
02-Jan-17,35,32301.083,427.15,75.62,2.71,75.62
02-Jan-17,36,38306.75,524.75,73,2.73,73
02-Jan-17,37,38713.086,565.65,68.44,2.75,68.44
02-Jan-17,38,43826.73,668.6,65.55,2.77,65.55
02-Jan-17,39,60306.567,831.7,72.51,2.79,72.51
02-Jan-17,40,19331.84,343.25,56.32,2.81,56.32
02-Jan-17,41,22147.832,431.9,51.28,2.83,51.28
02-Jan-17,42,22685.965,446.75,50.78,2.85,50.78
02-Jan-17,43,35027.244,718.95,48.72,2.88,48.72
02-Jan-17,44,28816.7555,635.15,45.37,2.9,45.37
02-Jan-17,45,29214.7695,625.45,46.71,2.92,46.71
02-Jan-17,46,35099.4525,785.75,44.67,2.94,44.67
02-Jan-17,47,26493.894,594.3,44.58,2.96,44.58
02-Jan-17,48,24627.807,563.05,43.74,2.98,43.74
03-Jan-17,1,20902.392,482.4,43.33,3,43.33
03-Jan-17,2,27763.89,624.75,44.44,3.02,44.44
03-Jan-17,3,24853.4535,570.95,43.53,3.04,43.53
03-Jan-17,4,20896.7475,496.95,42.05,3.06,42.05
03-Jan-17,5,21290.094,522.2,40.77,3.08,40.77
03-Jan-17,6,19028.8215,466.05,40.83,3.1,40.83
03-Jan-17,7,22493.275,569.45,39.5,3.13,39.5
03-Jan-17,8,21273.3855,542.55,39.21,3.15,39.21
03-Jan-17,9,24037.56,618.25,38.88,3.17,38.88
03-Jan-17,10,21552.95,557.5,38.66,3.19,38.66
03-Jan-17,11,27084.06,675.75,40.08,3.21,40.08
03-Jan-17,12,23029.15,567.5,40.58,3.23,40.58
03-Jan-17,13,34042.29,749.5,45.42,3.25,45.42
03-Jan-17,14,37928.6005,831.95,45.59,3.27,45.59
03-Jan-17,15,56678.65,1208.5,46.9,3.29,46.9
03-Jan-17,16,51806.1085,1089.05,47.57,3.31,47.57
03-Jan-17,17,42927.2375,895.25,47.95,3.33,47.95
03-Jan-17,18,33069.04,706,46.84,3.35,46.84
03-Jan-17,19,35741.778,727.05,49.16,3.38,49.16
03-Jan-17,20,42435.9,810,52.39,3.4,52.39
03-Jan-17,21,55506.948,1018.85,54.48,3.42,54.48
03-Jan-17,22,58128.3255,1079.85,53.83,3.44,53.83
03-Jan-17,23,60677.5575,1202.25,50.47,3.46,50.47
03-Jan-17,24,65786.8255,1327.15,49.57,3.48,49.57
03-Jan-17,25,64582.3365,1313.45,49.17,3.5,49.17
03-Jan-17,26,73007.1375,1525.75,47.85,3.52,47.85
03-Jan-17,27,79665.012,1703.7,46.76,3.54,46.76
03-Jan-17,28,82414.878,1775.8,46.41,3.56,46.41
03-Jan-17,29,87382.776,1898.8,46.02,3.58,46.02
03-Jan-17,30,85086.473,1841.3,46.21,3.6,46.21
03-Jan-17,31,58097.212,1043.6,55.67,3.63,55.67
03-Jan-17,32,59559.535,1074.5,55.43,3.65,55.43
03-Jan-17,33,77051.981,1471.3,52.37,3.67,52.37
03-Jan-17,34,78025.0935,1257.05,62.07,3.69,62.07
03-Jan-17,35,87051.3875,1303.75,66.77,3.71,66.77
03-Jan-17,36,89827.6215,1369.95,65.57,3.73,65.57
03-Jan-17,37,103235.664,1617.1,63.84,3.75,63.84
03-Jan-17,38,88807.082,1435.15,61.88,3.77,61.88
03-Jan-17,39,81675.684,1616.7,50.52,3.79,50.52
03-Jan-17,40,71422.256,1497.95,47.68,3.81,47.68
03-Jan-17,41,68597.78,1435.1,47.8,3.83,47.8
03-Jan-17,42,67621.8375,1431.15,47.25,3.85,47.25
03-Jan-17,43,72243.7455,1540.05,46.91,3.88,46.91
03-Jan-17,44,80798.147,1782.05,45.34,3.9,45.34
03-Jan-17,45,58201.364,1297.4,44.86,3.92,44.86
03-Jan-17,46,56127.148,1301.65,43.12,3.94,43.12
03-Jan-17,47,16920.615,430.55,39.3,3.96,39.3
03-Jan-17,48,14745.9795,387.95,38.01,3.98,38.01
04-Jan-17,1,22908.2715,599.85,38.19,4,38.19
04-Jan-17,2,17176.653,441.9,38.87,4.02,38.87
04-Jan-17,3,13227.676,352.55,37.52,4.04,37.52
04-Jan-17,4,12422.5275,340.25,36.51,4.06,36.51
04-Jan-17,5,9061.405,245.5,36.91,4.08,36.91
04-Jan-17,6,12666.9825,352.35,35.95,4.1,35.95
04-Jan-17,7,11637.57,367,31.71,4.13,31.71
04-Jan-17,8,11059.6545,387.65,28.53,4.15,28.53
04-Jan-17,9,12538.8,486,25.8,4.17,25.8
04-Jan-17,10,12704.075,464.5,27.35,4.19,27.35
04-Jan-17,11,5522.91,227,24.33,4.21,24.33
04-Jan-17,12,12450.4425,412.95,30.15,4.23,30.15
04-Jan-17,13,10285.712,284.45,36.16,4.25,36.16
04-Jan-17,14,27070.818,761.7,35.54,4.27,35.54
04-Jan-17,15,41670.7165,962.15,43.31,4.29,43.31
04-Jan-17,16,40976.078,904.15,45.32,4.31,45.32
04-Jan-17,17,41211.104,883.6,46.64,4.33,46.64
04-Jan-17,18,32282.626,714.85,45.16,4.35,45.16
04-Jan-17,19,31842.6,727,43.8,4.38,43.8
04-Jan-17,20,29851.3495,702.55,42.49,4.4,42.49
04-Jan-17,21,31369.023,733.95,42.74,4.42,42.74
04-Jan-17,22,28268.382,649.4,43.53,4.44,43.53
04-Jan-17,23,30897.4705,710.45,43.49,4.46,43.49
04-Jan-17,24,35676.099,792.45,45.02,4.48,45.02
04-Jan-17,25,28204.904,618.8,45.58,4.5,45.58
04-Jan-17,26,29968.5975,648.25,46.23,4.52,46.23
04-Jan-17,27,31229.88,649,48.12,4.54,48.12
04-Jan-17,28,28060.353,614.55,45.66,4.56,45.66
04-Jan-17,29,30938.625,667.5,46.35,4.58,46.35
04-Jan-17,30,35565.75,790.35,45,4.6,45
04-Jan-17,31,76620.6045,1634.05,46.89,4.63,46.89
04-Jan-17,32,72759.778,1508.6,48.23,4.65,48.23
04-Jan-17,33,71170.176,1478.4,48.14,4.67,48.14
04-Jan-17,34,61488.396,1127.4,54.54,4.69,54.54
04-Jan-17,35,71052.0525,1190.75,59.67,4.71,59.67
04-Jan-17,36,70258.08,1188.8,59.1,4.73,59.1
04-Jan-17,37,71955.466,1238.05,58.12,4.75,58.12
04-Jan-17,38,78513.4865,1381.55,56.83,4.77,56.83
04-Jan-17,39,72524.64,1334.4,54.35,4.79,54.35
04-Jan-17,40,58910.031,1209.9,48.69,4.81,48.69
04-Jan-17,41,51603.84,1040.4,49.6,4.83,49.6
04-Jan-17,42,56813.6,1208.8,47,4.85,47
04-Jan-17,43,55241.37,1158.1,47.7,4.88,47.7
04-Jan-17,44,56380.94,1193.5,47.24,4.9,47.24
04-Jan-17,45,63413.1875,1381.25,45.91,4.92,45.91
04-Jan-17,46,74312.41,1659.5,44.78,4.94,44.78
04-Jan-17,47,18256.095,425.55,42.9,4.96,42.9
04-Jan-17,48,11045.92,262,42.16,4.98,42.16
05-Jan-17,1,14400.52,346,41.62,5,41.62
05-Jan-17,2,8196.975,191.25,42.86,5.02,42.86
05-Jan-17,3,9081.744,214.8,42.28,5.04,42.28
05-Jan-17,4,5091.228,126.9,40.12,5.06,40.12
05-Jan-17,5,9987.84,260.1,38.4,5.08,38.4
05-Jan-17,6,10705.968,273.6,39.13,5.1,39.13
05-Jan-17,7,4552.485,113.5,40.11,5.13,40.11
05-Jan-17,8,7650.2475,198.45,38.55,5.15,38.55
05-Jan-17,9,5142.075,127.5,40.33,5.17,40.33
05-Jan-17,10,6686.64,166.5,40.16,5.19,40.16
05-Jan-17,11,11142.93,259.5,42.94,5.21,42.94
05-Jan-17,12,6271.52,152,41.26,5.23,41.26
05-Jan-17,13,18523.944,404.1,45.84,5.25,45.84
05-Jan-17,14,37020.351,814.35,45.46,5.27,45.46
05-Jan-17,15,22329.836,490.55,45.52,5.29,45.52
05-Jan-17,16,23987.34,331.5,72.36,5.31,72.36
05-Jan-17,17,24672.75,335,73.65,5.33,73.65
05-Jan-17,18,31319.61,424.5,73.78,5.35,73.78
05-Jan-17,19,38172.16,481,79.36,5.38,79.36
05-Jan-17,20,35576.58,442,80.49,5.4,80.49
05-Jan-17,21,46458.802,605.8,76.69,5.42,76.69
05-Jan-17,22,37750.98,541,69.78,5.44,69.78
05-Jan-17,23,38449.699,730.15,52.66,5.46,52.66
05-Jan-17,24,42931.35,808.5,53.1,5.48,53.1
05-Jan-17,25,45128.2205,867.35,52.03,5.5,52.03
05-Jan-17,26,40817.5025,796.75,51.23,5.52,51.23
05-Jan-17,27,31457.8875,648.75,48.49,5.54,48.49
05-Jan-17,28,35102.917,733.45,47.86,5.56,47.86
05-Jan-17,29,39777.52,791.75,50.24,5.58,50.24
05-Jan-17,30,33025.344,658.4,50.16,5.6,50.16
05-Jan-17,31,44712.179,802.3,55.73,5.63,55.73
05-Jan-17,32,39832.3375,666.65,59.75,5.65,59.75
05-Jan-17,33,48726.664,972.2,50.12,5.67,50.12
05-Jan-17,34,51343.44,744,69.01,5.69,69.01
05-Jan-17,35,63031.5,800.4,78.75,5.71,78.75
05-Jan-17,36,64727.534,853.7,75.82,5.73,75.82
05-Jan-17,37,59012.1,964.25,61.2,5.75,61.2
05-Jan-17,38,64949.507,1105.9,58.73,5.77,58.73
05-Jan-17,39,52767.704,967.15,54.56,5.79,54.56
05-Jan-17,40,49684.3275,954.55,52.05,5.81,52.05
05-Jan-17,41,28776.381,571.3,50.37,5.83,50.37
05-Jan-17,42,34466.6,703.4,49,5.85,49
05-Jan-17,43,27789.1425,599.55,46.35,5.88,46.35
05-Jan-17,44,32416.633,728.3,44.51,5.9,44.51
05-Jan-17,45,27524.448,621.6,44.28,5.92,44.28
05-Jan-17,46,48415.872,1132.8,42.74,5.94,42.74
05-Jan-17,47,11609.351,260.65,44.54,5.96,44.54
05-Jan-17,48,12060.25,237.5,50.78,5.98,50.78
06-Jan-17,1,19393.6205,387.95,49.99,6,49.99
06-Jan-17,2,14281.515,295.5,48.33,6.02,48.33
06-Jan-17,3,18010.404,361.8,49.78,6.04,49.78
06-Jan-17,4,18293.462,383.35,47.72,6.06,47.72
06-Jan-17,5,16310.994,348.6,46.79,6.08,46.79
06-Jan-17,6,17664.8915,364.45,48.47,6.1,48.47
06-Jan-17,7,25054.931,556.9,44.99,6.13,44.99
06-Jan-17,8,22150.527,503.65,43.98,6.15,43.98
06-Jan-17,9,22486.7175,510.25,44.07,6.17,44.07
06-Jan-17,10,23399.376,535.7,43.68,6.19,43.68
06-Jan-17,11,16494.48,372,44.34,6.21,44.34
06-Jan-17,12,11637.816,266.8,43.62,6.23,43.62
06-Jan-17,13,21520.1655,458.95,46.89,6.25,46.89
06-Jan-17,14,39326.139,906.55,43.38,6.27,43.38
06-Jan-17,15,37343.79,844.5,44.22,6.29,44.22
06-Jan-17,16,27734.4375,593.25,46.75,6.31,46.75
06-Jan-17,17,29025.144,539.1,53.84,6.33,53.84
06-Jan-17,18,30529.6515,565.05,54.03,6.35,54.03
06-Jan-17,19,23910.498,471.05,50.76,6.38,50.76
06-Jan-17,20,27532.9395,549.45,50.11,6.4,50.11
06-Jan-17,21,32017.999,662.35,48.34,6.42,48.34
06-Jan-17,22,30117.51,615.9,48.9,6.44,48.9
06-Jan-17,23,31558.775,666.5,47.35,6.46,47.35
06-Jan-17,24,33005.799,702.55,46.98,6.48,46.98
06-Jan-17,25,40427.144,742.6,54.44,6.5,54.44
06-Jan-17,26,36530.598,682.05,53.56,6.52,53.56
06-Jan-17,27,43517.596,822.95,52.88,6.54,52.88
06-Jan-17,28,38650.4735,754.45,51.23,6.56,51.23
06-Jan-17,29,44769.824,849.2,52.72,6.58,52.72
06-Jan-17,30,49430.216,933.35,52.96,6.6,52.96
06-Jan-17,31,71950.68,1131.3,63.6,6.63,63.6
06-Jan-17,32,67432.5,1012.5,66.6,6.65,66.6
06-Jan-17,33,59575.683,883.65,67.42,6.67,67.42
06-Jan-17,34,81160.5795,869.05,93.39,6.69,93.39
06-Jan-17,35,91637,950,96.46,6.71,96.46
06-Jan-17,36,100114.1505,1032.85,96.93,6.73,96.93
06-Jan-17,37,85496.964,950.6,89.94,6.75,89.94
06-Jan-17,38,89921.4,1026.5,87.6,6.77,87.6
06-Jan-17,39,49047.822,772.65,63.48,6.79,63.48
06-Jan-17,40,32007.3,551.85,58,6.81,58
06-Jan-17,41,32899.64,563.35,58.4,6.83,58.4
06-Jan-17,42,36273.5975,686.35,52.85,6.85,52.85
06-Jan-17,43,25549.0475,543.25,47.03,6.88,47.03
06-Jan-17,44,35353.5375,798.95,44.25,6.9,44.25
06-Jan-17,45,37088.64,822,45.12,6.92,45.12
06-Jan-17,46,40683.57,953,42.69,6.94,42.69
06-Jan-17,47,31703.892,760.65,41.68,6.96,41.68
06-Jan-17,48,24312.692,556.1,43.72,6.98,43.72
07-Jan-17,1,24428.015,547.1,44.65,7,44.65
07-Jan-17,2,22058.7075,430.75,51.21,7.02,51.21
07-Jan-17,3,30848.23,559.25,55.16,7.04,55.16
07-Jan-17,4,16876.6605,365.85,46.13,7.06,46.13
07-Jan-17,5,15012.48,336,44.68,7.08,44.68
07-Jan-17,6,11474.0745,258.95,44.31,7.1,44.31
07-Jan-17,7,15315.33,368.6,41.55,7.13,41.55
07-Jan-17,8,16834.422,416.9,40.38,7.15,40.38
07-Jan-17,9,20504.912,504.55,40.64,7.17,40.64
07-Jan-17,10,17582.48,433.6,40.55,7.19,40.55
07-Jan-17,11,14875.752,373.2,39.86,7.21,39.86
07-Jan-17,12,23099.084,583.9,39.56,7.23,39.56
07-Jan-17,13,26108.1225,623.85,41.85,7.25,41.85
07-Jan-17,14,35565.53,888.25,40.04,7.27,40.04
07-Jan-17,15,19310.709,484.95,39.82,7.29,39.82
07-Jan-17,16,13450.22,334.25,40.24,7.31,40.24
07-Jan-17,17,15338.025,348.75,43.98,7.33,43.98
07-Jan-17,18,20887.02,493.2,42.35,7.35,42.35
07-Jan-17,19,21095.36,461,45.76,7.38,45.76
07-Jan-17,20,18110.6025,385.25,47.01,7.4,47.01
07-Jan-17,21,21247.415,422.75,50.26,7.42,50.26
07-Jan-17,22,23104.543,469.7,49.19,7.44,49.19
07-Jan-17,23,29799.5985,565.35,52.71,7.46,52.71
07-Jan-17,24,37608.8185,702.05,53.57,7.48,53.57
07-Jan-17,25,31227.6705,576.05,54.21,7.5,54.21
07-Jan-17,26,28729.159,533.9,53.81,7.52,53.81
07-Jan-17,27,18399.555,376.5,48.87,7.54,48.87
07-Jan-17,28,20059.004,414.1,48.44,7.56,48.44
07-Jan-17,29,18299.58,377,48.54,7.58,48.54
07-Jan-17,30,20343.3,430,47.31,7.6,47.31
07-Jan-17,31,37852.477,641.35,59.02,7.63,59.02
07-Jan-17,32,43589.472,732.35,59.52,7.65,59.52
07-Jan-17,33,37823.598,722.1,52.38,7.67,52.38
07-Jan-17,34,66247.7085,915.15,72.39,7.69,72.39
07-Jan-17,35,56578.1535,688.55,82.17,7.71,82.17
07-Jan-17,36,67210.8655,806.95,83.29,7.73,83.29
07-Jan-17,37,64520.043,833.7,77.39,7.75,77.39
07-Jan-17,38,58355.407,847.45,68.86,7.77,68.86
07-Jan-17,39,50188.523,785.3,63.91,7.79,63.91
07-Jan-17,40,35187.8895,613.35,57.37,7.81,57.37
07-Jan-17,41,29478.4945,549.05,53.69,7.83,53.69
07-Jan-17,42,31945.305,620.9,51.45,7.85,51.45
07-Jan-17,43,20740.066,416.3,49.82,7.88,49.82
07-Jan-17,44,26703.09,563,47.43,7.9,47.43
07-Jan-17,45,17935.146,386.7,46.38,7.92,46.38
07-Jan-17,46,21173.646,458.9,46.14,7.94,46.14
07-Jan-17,47,25012.741,573.95,43.58,7.96,43.58
07-Jan-17,48,20448.36,474,43.14,7.98,43.14
08-Jan-17,1,14818.1025,343.25,43.17,8,43.17
08-Jan-17,2,16440.378,376.9,43.62,8.02,43.62
08-Jan-17,3,22189.9275,531.75,41.73,8.04,41.73
08-Jan-17,4,19370.102,466.3,41.54,8.06,41.54
08-Jan-17,5,14950.935,353.45,42.3,8.08,42.3
08-Jan-17,6,15950.55,385,41.43,8.1,41.43
08-Jan-17,7,14861.0065,374.05,39.73,8.13,39.73
08-Jan-17,8,18197.883,465.3,39.11,8.15,39.11
08-Jan-17,9,21022.562,541.4,38.83,8.17,38.83
08-Jan-17,10,20826.142,538.7,38.66,8.19,38.66
08-Jan-17,11,20107.5,525,38.3,8.21,38.3
08-Jan-17,12,18355.194,475.4,38.61,8.23,38.61
08-Jan-17,13,14481.69,361.5,40.06,8.25,40.06
08-Jan-17,14,15854.315,397.75,39.86,8.27,39.86
08-Jan-17,15,31060.3345,784.55,39.59,8.29,39.59
08-Jan-17,16,39237.715,1010.5,38.83,8.31,38.83
08-Jan-17,17,16464.5085,408.65,40.29,8.33,40.29
08-Jan-17,18,14806.974,366.6,40.39,8.35,40.39
08-Jan-17,19,16155.5595,376.85,42.87,8.38,42.87
08-Jan-17,20,13517.48,311.75,43.36,8.4,43.36
08-Jan-17,21,15949.765,383.5,41.59,8.42,41.59
08-Jan-17,22,18179.409,436.9,41.61,8.44,41.61
08-Jan-17,23,25125.49,568.45,44.2,8.46,44.2
08-Jan-17,24,25037.267,545.95,45.86,8.48,45.86
08-Jan-17,25,30291.824,655.1,46.24,8.5,46.24
08-Jan-17,26,36535.483,759.1,48.13,8.52,48.13
08-Jan-17,27,35297.955,751.5,46.97,8.54,46.97
08-Jan-17,28,34590.616,738.8,46.82,8.56,46.82
08-Jan-17,29,34437.8305,755.05,45.61,8.58,45.61
08-Jan-17,30,39165.647,884.3,44.29,8.6,44.29
08-Jan-17,31,57624.4125,1166.25,49.41,8.63,49.41
08-Jan-17,32,61502.658,1249.8,49.21,8.65,49.21
08-Jan-17,33,48686.967,973.35,50.02,8.67,50.02
08-Jan-17,34,58172.9175,954.75,60.93,8.69,60.93
08-Jan-17,35,41746.509,670.95,62.22,8.71,62.22
08-Jan-17,36,49555.96,810.4,61.15,8.73,61.15
08-Jan-17,37,66505.384,1087.4,61.16,8.75,61.16
08-Jan-17,38,71659.56,1305.75,54.88,8.77,54.88
08-Jan-17,39,67577.961,1344.3,50.27,8.79,50.27
08-Jan-17,40,57996.234,1225.1,47.34,8.81,47.34
08-Jan-17,41,67797.963,1399.05,48.46,8.83,48.46
08-Jan-17,42,58912.511,1260.7,46.73,8.85,46.73
08-Jan-17,43,43161.8,938.3,46,8.88,46
08-Jan-17,44,50560.683,1101.3,45.91,8.9,45.91
08-Jan-17,45,51788.755,1144.25,45.26,8.92,45.26
08-Jan-17,46,65769.3465,1547.15,42.51,8.94,42.51
08-Jan-17,47,14303.5755,333.65,42.87,8.96,42.87
08-Jan-17,48,11369.395,273.5,41.57,8.98,41.57
09-Jan-17,1,10164.1175,236.65,42.95,9,42.95
09-Jan-17,2,8224.986,187.4,43.89,9.02,43.89
09-Jan-17,3,16537.531,385.85,42.86,9.04,42.86
09-Jan-17,4,14890.656,382.4,38.94,9.06,38.94
09-Jan-17,5,15206.6985,401.55,37.87,9.08,37.87
09-Jan-17,6,17518.48,446.9,39.2,9.1,39.2
09-Jan-17,7,15493.862,416.95,37.16,9.13,37.16
09-Jan-17,8,15761.85,442.5,35.62,9.15,35.62
09-Jan-17,9,12168.1825,340.75,35.71,9.17,35.71
09-Jan-17,10,11831.862,343.55,34.44,9.19,34.44
09-Jan-17,11,14896.266,438.9,33.94,9.21,33.94
09-Jan-17,12,15936.327,473.45,33.66,9.23,33.66
09-Jan-17,13,34589.576,896.8,38.57,9.25,38.57
09-Jan-17,14,34010.2545,870.05,39.09,9.27,39.09
09-Jan-17,15,49638.6,1079.1,46,9.29,46
09-Jan-17,16,27514.7775,630.35,43.65,9.31,43.65
09-Jan-17,17,28756.035,675.5,42.57,9.33,42.57
09-Jan-17,18,23631.678,575.4,41.07,9.35,41.07
09-Jan-17,19,23434.847,553.1,42.37,9.38,42.37
09-Jan-17,20,22914.71,521.5,43.94,9.4,43.94
09-Jan-17,21,18267.448,411.8,44.36,9.42,44.36
09-Jan-17,22,18434.007,414.9,44.43,9.44,44.43
09-Jan-17,23,30307.005,583.95,51.9,9.46,51.9
09-Jan-17,24,30789.25,575.5,53.5,9.48,53.5
09-Jan-17,25,34330.363,642.65,53.42,9.5,53.42
09-Jan-17,26,28209.201,532.45,52.98,9.52,52.98
09-Jan-17,27,29262.9685,579.35,50.51,9.54,50.51
09-Jan-17,28,29388.9375,602.85,48.75,9.56,48.75
09-Jan-17,29,30474.8015,636.35,47.89,9.58,47.89
09-Jan-17,30,33069.024,692.4,47.76,9.6,47.76
09-Jan-17,31,58904.9835,1192.65,49.39,9.63,49.39
09-Jan-17,32,52830.564,1000.2,52.82,9.65,52.82
09-Jan-17,33,70482.25,1371.25,51.4,9.67,51.4
09-Jan-17,34,66382.26,1011,65.66,9.69,65.66
09-Jan-17,35,63225.669,1038.7,60.87,9.71,60.87
09-Jan-17,36,69941.8125,1193.75,58.59,9.73,58.59
09-Jan-17,37,71992.263,1221.45,58.94,9.75,58.94
09-Jan-17,38,75767.2785,1355.65,55.89,9.77,55.89
09-Jan-17,39,62635.372,1268.95,49.36,9.79,49.36
09-Jan-17,40,47781.498,1006.35,47.48,9.81,47.48
09-Jan-17,41,44068.848,926.4,47.57,9.83,47.57
09-Jan-17,42,47897.46,1023.45,46.8,9.85,46.8
09-Jan-17,43,47504.044,1001.35,47.44,9.88,47.44
09-Jan-17,44,48895.548,1075.1,45.48,9.9,45.48
09-Jan-17,45,88800.017,2038.1,43.57,9.92,43.57
09-Jan-17,46,99355.383,2290.35,43.38,9.94,43.38
09-Jan-17,47,37732.222,881.8,42.79,9.96,42.79
09-Jan-17,48,32703.65,752.5,43.46,9.98,43.46
10-Jan-17,1,37698.18,852.9,44.2,10,44.2
10-Jan-17,2,42677.936,918.2,46.48,10.02,46.48
10-Jan-17,3,30664.485,647.75,47.34,10.04,47.34
10-Jan-17,4,29821.015,644.5,46.27,10.06,46.27
10-Jan-17,5,26583.804,594.45,44.72,10.08,44.72
10-Jan-17,6,29150.028,649.8,44.86,10.1,44.86
10-Jan-17,7,31688.965,776.5,40.81,10.13,40.81
10-Jan-17,8,23275.665,598.5,38.89,10.15,38.89
10-Jan-17,9,25369.41,649,39.09,10.17,39.09
10-Jan-17,10,25687.504,672.8,38.18,10.19,38.18
10-Jan-17,11,17343.315,445.5,38.93,10.21,38.93
10-Jan-17,12,25725.0735,648.15,39.69,10.23,39.69
10-Jan-17,13,28894.32,648,44.59,10.25,44.59
10-Jan-17,14,41334.5625,918.75,44.99,10.27,44.99
10-Jan-17,15,55035.9375,1243.75,44.25,10.29,44.25
10-Jan-17,16,50233.718,1091.8,46.01,10.31,46.01
